task_id_list	courier_id	total_score	willingness
T0006	C0009	20.060018	0.443468
T0006	C0024	18.203895	0.339856
T0006	C0016	19.489631	0.371219
T0006	C0001	21.567664	0.459128
T0006	C0011	25.126180	0.538869
T0006	C0023	26.350176	0.476098
T0006	C0000	21.502022	0.151387
T0006	C0008	24.421104	0.391526
T0006	C0021	25.484804	0.341958
T0006	C0013	27.007129	0.390496
T0006	C0010	25.134611	0.275334
T0006	C0012	27.393795	0.342787
T0006	C0018	28.831458	0.395759
T0006	C0017	29.916284	0.462491
T0006	C0007	31.605759	0.488114
T0007	C0024	5.013539	0.412653
T0007	C0021	12.225767	0.350477
T0007	C0023	14.406498	0.395585
T0007	C0001	12.487768	0.323603
T0007	C0006	15.839927	0.497161
T0007	C0016	17.887050	0.437617
T0007	C0005	17.281582	0.363052
T0007	C0025	20.448331	0.373425
T0007	C0013	22.861423	0.504398
T0007	C0009	23.839187	0.461526
T0007	C0002	24.648300	0.496209
T0007	C0012	21.915616	0.326620
T0007	C0015	22.220536	0.327839
T0007	C0014	25.393569	0.391650
T0007	C0022	26.183905	0.344809
T0007	C0011	31.115706	0.418256
T0007	C0020	29.568980	0.386053
T0007	C0017	31.864374	0.471380
T0007	C0010	29.642471	0.289852
T0007	C0027	30.673368	0.335116
T0008	C0020	5.301755	0.291690
T0008	C0017	9.575888	0.438292
T0008	C0004	9.093717	0.249311
T0008	C0027	15.184436	0.448390
T0008	C0001	13.557508	0.374908
T0008	C0002	17.304357	0.542178
T0008	C0009	17.404139	0.412784
T0008	C0014	16.691417	0.348700
T0008	C0019	17.017386	0.330421
T0008	C0016	21.021923	0.571848
T0008	C0024	16.842922	0.251743
T0008	C0006	19.819675	0.385635
T0008	C0010	20.608689	0.422063
T0008	C0025	20.764206	0.347930
T0008	C0018	22.810909	0.375531
T0008	C0011	23.653506	0.347260
T0008	C0000	27.461326	0.538359
T0008	C0012	25.725662	0.327861
T0008	C0005	24.761751	0.331290
T0008	C0023	28.694979	0.423054
T0009	C0021	7.947717	0.321497
T0009	C0002	15.921922	0.493413
T0009	C0006	19.604452	0.558815
T0009	C0001	18.469175	0.387349
T0009	C0027	17.599519	0.269214
T0009	C0025	23.397173	0.535136
T0009	C0010	22.056284	0.473300
T0009	C0012	19.290013	0.335350
T0009	C0016	20.371700	0.301371
T0009	C0011	24.448392	0.485397
T0009	C0014	25.934457	0.600023
T0009	C0024	20.972134	0.336434
T0009	C0007	22.931362	0.387535
T0009	C0013	23.745497	0.364818
T0009	C0020	24.509054	0.446646
T0009	C0023	28.002718	0.437617
T0009	C0009	27.453206	0.445529
T0009	C0022	25.700926	0.328851
T0009	C0026	27.553257	0.306480
T0009	C0000	31.349192	0.436647
T0009	C0015	30.426048	0.269812
T0010	C0006	7.208573	0.563717
T0010	C0023	10.604882	0.494106
T0010	C0007	8.471442	0.274955
T0010	C0001	14.102840	0.511288
T0010	C0021	14.225694	0.422929
T0010	C0025	13.752548	0.408040
T0010	C0024	12.261533	0.329919
T0010	C0022	17.573285	0.555620
T0010	C0027	15.538418	0.353452
T0010	C0010	17.940574	0.406658
T0010	C0005	18.070187	0.381484
T0010	C0008	19.367151	0.386776
T0010	C0009	23.639043	0.511395
T0010	C0015	23.044168	0.385625
T0010	C0012	21.549552	0.345481
T0010	C0000	24.841579	0.443214
T0010	C0002	22.637369	0.330644
T0010	C0004	24.742507	0.440538
T0010	C0020	25.576820	0.375535
T0011	C0027	14.522833	0.432848
T0011	C0022	15.701255	0.404137
T0011	C0006	14.856060	0.390228
T0011	C0016	18.724969	0.470141
T0011	C0002	16.350499	0.348840
T0011	C0018	22.206754	0.513424
T0011	C0019	21.784139	0.454838
T0011	C0001	19.368476	0.286863
T0011	C0009	22.368655	0.452907
T0011	C0013	26.485698	0.587352
T0011	C0015	23.950316	0.305385
T0011	C0020	24.136223	0.380478
T0011	C0014	24.754979	0.420411
T0011	C0008	26.883998	0.423653
T0011	C0010	27.955765	0.389025
T0011	C0012	26.269571	0.288008
T0011	C0026	29.780789	0.482208
T0011	C0011	29.379293	0.435031
T0011	C0024	27.812471	0.330937
T0011	C0021	30.767393	0.421239
T0011	C0000	27.503316	0.239598
T0012	C0006	1.000000	0.515976
T0012	C0024	6.305624	0.388499
T0012	C0023	13.715361	0.666570
T0012	C0021	13.746698	0.501118
T0012	C0007	14.457453	0.392502
T0012	C0027	19.280489	0.546250
T0012	C0016	15.785874	0.429175
T0012	C0012	17.919988	0.457479
T0012	C0022	15.141316	0.379237
T0012	C0002	18.856049	0.522401
T0012	C0018	19.042667	0.453436
T0012	C0000	18.212798	0.386839
T0012	C0009	20.190205	0.448743
T0012	C0020	23.595119	0.612765
T0012	C0005	21.892227	0.428271
T0012	C0015	26.437734	0.641829
T0012	C0014	21.188047	0.320158
T0012	C0001	25.712153	0.476262
T0013	C0025	8.434584	0.413407
T0013	C0023	17.731438	0.617845
T0013	C0027	16.176597	0.385180
T0013	C0016	21.448013	0.515362
T0013	C0004	24.072298	0.568926
T0013	C0014	22.688749	0.492356
T0013	C0021	22.751863	0.404894
T0013	C0024	24.873735	0.409768
T0013	C0002	25.413141	0.426283
T0013	C0022	25.779429	0.461781
T0013	C0015	25.421015	0.357548
T0013	C0009	25.887165	0.372961
T0013	C0020	26.627114	0.451556
T0013	C0005	25.849625	0.345773
T0013	C0012	28.254547	0.415747
T0013	C0006	29.298352	0.487912
T0013	C0026	28.557420	0.377617
T0013	C0017	30.775891	0.483394
T0013	C0007	26.389709	0.229272
T0013	C0018	33.935953	0.435772
T0013	C0008	33.593224	0.407302
T0014	C0002	4.831466	0.485312
T0014	C0026	8.648481	0.486464
T0014	C0024	10.865567	0.524492
T0014	C0010	11.255629	0.404070
T0014	C0007	12.253484	0.393213
T0014	C0014	11.640496	0.337154
T0014	C0021	13.008869	0.355005
T0014	C0009	14.435398	0.443902
T0014	C0006	16.767777	0.498342
T0014	C0018	17.749463	0.499074
T0014	C0004	19.136409	0.543908
T0014	C0022	18.245686	0.449744
T0014	C0005	19.359843	0.446327
T0014	C0012	24.137585	0.574756
T0014	C0011	23.056248	0.528859
T0014	C0027	21.329598	0.442767
T0014	C0016	21.439274	0.431292
T0014	C0000	24.437729	0.500400
T0014	C0025	24.486071	0.538559
T0014	C0017	22.802581	0.425867
T0015	C0000	12.484080	0.283511
T0015	C0007	19.641000	0.525279
T0015	C0006	15.251032	0.286156
T0015	C0024	22.320033	0.502847
T0015	C0001	26.332082	0.544767
T0015	C0002	26.771551	0.497645
T0015	C0027	24.603679	0.293413
T0015	C0015	25.254505	0.321817
T0015	C0008	26.309320	0.335163
T0015	C0020	26.368296	0.258976
T0015	C0009	28.865172	0.404228
T0015	C0025	29.613690	0.307265
T0015	C0016	31.529095	0.298187
T0015	C0004	31.215681	0.305745
T0015	C0023	35.568399	0.389974
T0015	C0011	32.858907	0.258659
T0015	C0022	33.576349	0.222667
T0015	C0021	36.416403	0.311354
T0015	C0012	35.645782	0.302204
T0015	C0010	35.829868	0.263895
T0015	C0014	38.512870	0.363651
T0015	C0026	37.191381	0.312746
T0016	C0007	15.760393	0.449664
T0016	C0001	15.341613	0.341254
T0016	C0012	21.516285	0.492684
T0016	C0006	18.435910	0.398551
T0016	C0024	19.206316	0.390932
T0016	C0021	18.060972	0.312657
T0016	C0009	21.678461	0.510642
T0016	C0008	19.095794	0.306737
T0016	C0014	24.192789	0.517078
T0016	C0020	24.067012	0.491267
T0016	C0010	23.877474	0.454153
T0016	C0017	26.297809	0.399674
T0016	C0027	27.766048	0.419932
T0016	C0015	26.894046	0.439157
T0016	C0013	27.657566	0.467374
T0016	C0004	26.761650	0.293215
T0016	C0026	29.793302	0.446241
T0016	C0019	28.627642	0.464892
T0016	C0022	28.177531	0.420575
T0017	C0021	21.874955	0.398260
T0017	C0006	21.932672	0.347519
T0017	C0023	25.363066	0.445800
T0017	C0024	22.521696	0.342460
T0017	C0011	23.977241	0.411900
T0017	C0025	26.883402	0.431864
T0017	C0016	23.739906	0.240698
T0017	C0007	28.491393	0.521297
T0017	C0022	26.960845	0.459963
T0017	C0012	27.929198	0.340714
T0017	C0027	30.908257	0.468263
T0017	C0013	28.002710	0.332199
T0017	C0014	26.561452	0.197746
T0017	C0005	29.930837	0.368732
T0017	C0010	29.030337	0.299132
T0017	C0026	35.405277	0.369951
T0017	C0015	33.294250	0.228350
T0017	C0001	33.666470	0.287047
T0017	C0002	37.830102	0.458224
T0017	C0008	33.918266	0.207671
T0017	C0004	37.979018	0.373232
T0018	C0007	9.826226	0.407724
T0018	C0006	14.892568	0.489251
T0018	C0024	14.448573	0.438331
T0018	C0002	14.841808	0.396971
T0018	C0016	15.872347	0.405823
T0018	C0025	18.853506	0.462220
T0018	C0022	19.509582	0.509920
T0018	C0015	17.327665	0.325028
T0018	C0010	18.509881	0.393167
T0018	C0021	22.087305	0.438717
T0018	C0000	21.211044	0.466056
T0018	C0001	21.155051	0.394493
T0018	C0023	25.846206	0.572980
T0018	C0027	23.972939	0.426469
T0018	C0014	23.943361	0.497191
T0018	C0009	22.925936	0.344226
T0018	C0004	26.173304	0.373681
T0018	C0018	24.017956	0.288599
T0018	C0026	27.819560	0.411337
T0018	C0013	27.340314	0.380349
T0018	C0019	27.658916	0.340296
T0018	C0020	29.738312	0.425951
T0018	C0012	29.212435	0.318285
T0019	C0011	4.079516	0.632737
T0019	C0001	5.019470	0.431036
T0019	C0021	9.102303	0.468619
T0019	C0023	8.762098	0.486515
T0019	C0008	15.037501	0.613281
T0019	C0026	11.651166	0.450818
T0019	C0016	13.009922	0.403733
T0019	C0027	16.804934	0.503194
T0019	C0002	15.211693	0.447926
T0019	C0018	18.089289	0.494670
T0019	C0010	18.065153	0.538261
T0019	C0017	20.593863	0.570671
T0019	C0022	18.995517	0.440700
T0019	C0019	20.018655	0.467539
T0019	C0024	19.111337	0.411892
T0019	C0003	20.897330	0.415321
T0019	C0004	21.395652	0.447404
T0019	C0006	23.700106	0.520052
T0020	C0006	6.183744	0.449572
T0020	C0020	14.499908	0.328232
T0020	C0022	15.238752	0.332797
T0020	C0025	16.615724	0.370986
T0020	C0024	16.877676	0.388613
T0020	C0011	18.696302	0.457582
T0020	C0023	20.658223	0.460872
T0020	C0012	19.863602	0.358588
T0020	C0026	21.498233	0.380864
T0020	C0018	25.815693	0.545067
T0020	C0000	23.828076	0.456214
T0020	C0016	23.393398	0.353917
T0020	C0014	21.482379	0.307985
T0020	C0005	24.625383	0.440621
T0020	C0007	26.617306	0.462281
T0020	C0010	25.857446	0.460993
T0020	C0021	22.703978	0.176049
T0020	C0017	25.132260	0.335054
T0020	C0009	27.757909	0.420348
T0021	C0006	17.928031	0.465911
T0021	C0001	22.955049	0.501705
T0021	C0020	18.622598	0.308291
T0021	C0010	17.927925	0.207317
T0021	C0027	23.281854	0.307495
T0021	C0016	25.457574	0.349140
T0021	C0012	28.753551	0.436814
T0021	C0023	27.060039	0.303754
T0021	C0004	28.511902	0.442511
T0021	C0019	30.086146	0.418466
T0021	C0008	28.927259	0.406448
T0021	C0002	28.497068	0.356510
T0021	C0024	31.696863	0.393974
T0021	C0005	29.416881	0.308308
T0021	C0014	30.483814	0.330402
T0021	C0018	31.837031	0.202679
T0021	C0009	36.363175	0.410899
T0021	C0013	35.765197	0.318621
T0022	C0009	5.795986	0.445392
T0022	C0008	8.312455	0.508328
T0022	C0015	6.765977	0.393217
T0022	C0017	10.446428	0.454776
T0022	C0007	9.118849	0.356599
T0022	C0027	13.122489	0.538213
T0022	C0013	11.511806	0.489812
T0022	C0024	14.107205	0.540390
T0022	C0026	11.220805	0.381682
T0022	C0012	14.339720	0.543529
T0022	C0021	14.754708	0.475245
T0022	C0014	14.547609	0.451790
T0022	C0010	16.520153	0.534562
T0022	C0016	17.421517	0.552468
T0022	C0001	17.941213	0.575525
T0022	C0004	20.587242	0.522204
T0022	C0005	21.138817	0.542147
T0022	C0025	19.329513	0.451352
T0022	C0019	20.022100	0.471164
T0023	C0025	9.520783	0.543526
T0023	C0006	6.974243	0.442757
T0023	C0002	10.900016	0.547288
T0023	C0001	13.418457	0.504281
T0023	C0007	14.218407	0.476108
T0023	C0011	15.877478	0.399608
T0023	C0015	17.574334	0.373613
T0023	C0021	19.414493	0.545572
T0023	C0024	18.161038	0.325258
T0023	C0027	22.732154	0.475741
T0023	C0008	20.008902	0.323581
T0023	C0000	19.632578	0.314379
T0023	C0023	24.529887	0.530566
T0023	C0009	22.592880	0.459152
T0023	C0003	22.157326	0.320648
T0023	C0010	23.270391	0.374317
T0023	C0018	24.700840	0.380479
T0023	C0004	24.748746	0.345587
T0023	C0019	28.919174	0.414094
T0023	C0020	29.037997	0.494385
T0023	C0016	28.288292	0.351711
T0023	C0013	29.341128	0.360752
T0024	C0024	4.085358	0.211727
T0024	C0009	13.754565	0.463785
T0024	C0015	20.520821	0.436990
T0024	C0020	19.007077	0.369478
T0024	C0007	20.263767	0.363706
T0024	C0005	21.581226	0.432670
T0024	C0027	24.455836	0.480828
T0024	C0021	21.601354	0.361030
T0024	C0022	23.431262	0.448751
T0024	C0017	23.308511	0.434246
T0024	C0016	23.286152	0.425890
T0024	C0006	23.935879	0.441039
T0024	C0002	25.802539	0.403577
T0024	C0025	23.968377	0.300590
T0024	C0019	27.973148	0.470943
T0024	C0000	27.357013	0.332873
T0024	C0012	28.173187	0.425734
T0024	C0023	30.071095	0.445209
T0024	C0001	29.404700	0.342062
T0024	C0026	31.290002	0.392394
T0024	C0004	31.441011	0.359890
T0025	C0001	11.366314	0.511828
T0025	C0024	14.314244	0.557702
T0025	C0002	14.065275	0.281986
T0025	C0021	16.068286	0.422432
T0025	C0006	14.854690	0.385427
T0025	C0022	16.397867	0.410154
T0025	C0023	19.918688	0.431090
T0025	C0025	21.485845	0.525219
T0025	C0027	19.608790	0.407737
T0025	C0005	18.259031	0.331372
T0025	C0013	24.038457	0.544783
T0025	C0020	21.608116	0.308040
T0025	C0010	23.444766	0.402942
T0025	C0009	22.660313	0.322674
T0025	C0016	21.521374	0.238658
T0025	C0000	24.303828	0.384955
T0025	C0019	28.620842	0.426602
T0025	C0026	26.651157	0.366668
T0025	C0007	27.817057	0.339581
T0025	C0012	28.340699	0.308706
T0025	C0004	31.105526	0.394740
T0025	C0011	30.815848	0.301785
T0025	C0018	32.756587	0.404457
T0026	C0009	6.112345	0.475974
T0026	C0026	13.222833	0.701372
T0026	C0020	8.600648	0.427267
T0026	C0006	11.779579	0.452572
T0026	C0002	13.805337	0.503259
T0026	C0027	15.927278	0.540998
T0026	C0001	16.069157	0.509615
T0026	C0023	13.293895	0.323594
T0026	C0017	12.367517	0.334967
T0026	C0010	15.202559	0.402981
T0026	C0004	16.088358	0.399929
T0026	C0008	21.812153	0.599359
T0026	C0025	18.328931	0.446139
T0026	C0015	21.379501	0.552164
T0026	C0012	20.900107	0.513776
T0026	C0021	22.569780	0.568120
T0026	C0011	21.284940	0.429994
T0026	C0016	22.790348	0.551330
T0026	C0024	20.907065	0.462037
T0026	C0014	21.939541	0.491895
T0026	C0019	22.527315	0.406927
T0026	C0005	23.846891	0.453768
T0027	C0004	15.600960	0.439521
T0027	C0025	20.493673	0.441332
T0027	C0021	22.683259	0.421328
T0027	C0023	23.349021	0.366349
T0027	C0006	22.376519	0.315633
T0027	C0020	23.597384	0.420439
T0027	C0012	23.470250	0.330696
T0027	C0027	25.806061	0.370516
T0027	C0001	27.100031	0.407517
T0027	C0022	28.625570	0.445422
T0027	C0000	29.176460	0.478044
T0027	C0009	27.767954	0.374814
T0027	C0024	29.734852	0.274789
T0027	C0014	33.400076	0.491926
T0027	C0018	31.897088	0.319188
T0027	C0010	32.582574	0.322049
T0027	C0002	32.106694	0.289558
T0027	C0007	31.139496	0.224654
T0027	C0026	33.478095	0.284081
T0027	C0017	37.623086	0.411349
T0028	C0006	27.454080	0.607891
T0028	C0002	25.584494	0.498119
T0028	C0021	25.383446	0.304979
T0028	C0023	27.527580	0.422536
T0028	C0007	26.542787	0.358266
T0028	C0022	28.973403	0.487458
T0028	C0015	28.123032	0.334098
T0028	C0027	29.012436	0.316561
T0028	C0008	33.144885	0.335922
T0028	C0005	34.443236	0.323402
T0028	C0025	31.367885	0.218725
T0028	C0010	34.335020	0.322803
T0028	C0011	35.306941	0.259586
T0028	C0014	36.305479	0.244495
T0028	C0003	36.765536	0.266357
T0028	C0012	36.864194	0.259794
T0028	C0024	38.919742	0.358734
T0028	C0018	40.927047	0.401738
T0028	C0000	42.129996	0.387729
T0028	C0020	42.137713	0.283973
T0028	C0001	41.847715	0.276694
T0029	C0012	4.146853	0.542533
T0029	C0006	5.755555	0.476492
T0029	C0014	4.522225	0.268296
T0029	C0024	10.441687	0.529481
T0029	C0007	12.705824	0.364585
T0029	C0009	15.246533	0.415587
T0029	C0002	17.161087	0.545708
T0029	C0023	16.373774	0.480222
T0029	C0016	17.900322	0.483772
T0029	C0001	14.864420	0.316824
T0029	C0020	19.481179	0.462082
T0029	C0021	19.717758	0.387402
T0029	C0025	21.804811	0.488359
T0029	C0027	22.454550	0.533419
T0029	C0005	20.957080	0.321751
T0029	C0015	25.066874	0.596679
T0029	C0022	21.024295	0.296169
T0029	C0000	25.995982	0.527434
T0029	C0017	24.530299	0.346435
T0029	C0010	24.753988	0.370602
T0030	C0024	12.801879	0.574509
T0030	C0025	10.220194	0.332417
T0030	C0006	11.159686	0.379293
T0030	C0023	15.893932	0.581332
T0030	C0007	15.498105	0.511425
T0030	C0002	14.639442	0.401976
T0030	C0013	16.899620	0.419478
T0030	C0005	15.576124	0.347794
T0030	C0021	14.994061	0.282109
T0030	C0022	13.780894	0.182227
T0030	C0015	20.431199	0.372387
T0030	C0016	23.718142	0.526957
T0030	C0000	22.097034	0.390966
T0030	C0026	22.068524	0.433450
T0030	C0001	22.464149	0.378919
T0030	C0011	21.756812	0.330345
T0030	C0027	24.525596	0.373396
T0030	C0003	24.955468	0.366422
T0030	C0004	23.355171	0.279602
T0030	C0012	29.083306	0.484963
T0030	C0010	23.766047	0.190444
T0030	C0020	28.657850	0.402171
T0030	C0019	27.988669	0.277699
T0031	C0006	13.251712	0.537582
T0031	C0024	17.910618	0.427829
T0031	C0009	17.513285	0.294233
T0031	C0014	17.402826	0.306645
T0031	C0012	21.830208	0.395208
T0031	C0022	21.460901	0.302109
T0031	C0025	21.861425	0.314472
T0031	C0018	26.357763	0.413766
T0031	C0015	29.230189	0.474058
T0031	C0020	25.663480	0.307395
T0031	C0011	28.309981	0.412627
T0031	C0016	28.316224	0.364180
T0031	C0002	30.151021	0.474010
T0031	C0000	31.588942	0.527789
T0031	C0008	29.563840	0.396752
T0031	C0021	31.484168	0.406402
T0031	C0013	31.654653	0.363430
T0031	C0027	31.434547	0.392408
T0032	C0006	5.027099	0.311334
T0032	C0024	11.888481	0.384948
T0032	C0023	17.467943	0.539690
T0032	C0025	13.994844	0.415683
T0032	C0021	15.309751	0.292372
T0032	C0007	17.709362	0.344505
T0032	C0005	20.681900	0.387387
T0032	C0000	21.130890	0.426385
T0032	C0016	21.708056	0.287084
T0032	C0015	23.113361	0.316524
T0032	C0010	22.644645	0.299934
T0032	C0020	25.065316	0.454503
T0032	C0013	23.325272	0.289445
T0032	C0019	26.387172	0.381658
T0032	C0001	28.541655	0.395030
T0032	C0009	29.586803	0.404356
T0032	C0022	29.236297	0.358726
T0032	C0027	28.113832	0.331022
T0032	C0002	31.168049	0.488325
T0032	C0014	30.670535	0.409539
T0032	C0017	28.554717	0.230174
T0032	C0026	32.306215	0.295220
T0033	C0009	6.240869	0.568654
T0033	C0024	5.605910	0.400457
T0033	C0015	11.170350	0.497937
T0033	C0002	8.340345	0.353347
T0033	C0010	10.703467	0.373988
T0033	C0020	12.469378	0.495741
T0033	C0016	14.431191	0.480854
T0033	C0012	14.313898	0.400496
T0033	C0017	16.808925	0.478973
T0033	C0007	18.898087	0.464380
T0033	C0001	20.566412	0.564448
T0033	C0027	17.076889	0.374751
T0033	C0014	19.992640	0.407889
T0033	C0004	18.009612	0.361350
T0033	C0025	19.654773	0.420952
T0033	C0011	20.825800	0.467253
T0033	C0018	23.380929	0.521500
T0033	C0013	20.894053	0.413654
T0033	C0026	21.738732	0.420400
T0033	C0021	22.635095	0.427883
T0034	C0006	1.000000	0.361299
T0034	C0024	9.813262	0.537236
T0034	C0027	13.575798	0.332333
T0034	C0009	17.566369	0.318691
T0034	C0008	22.196317	0.497694
T0034	C0010	24.494550	0.580863
T0034	C0007	23.463956	0.424491
T0034	C0018	23.584181	0.423606
T0034	C0004	21.852013	0.364461
T0034	C0012	22.384774	0.372461
T0034	C0015	21.986187	0.312504
T0034	C0020	24.494216	0.414651
T0034	C0014	23.981859	0.346251
T0034	C0002	24.961015	0.394412
T0034	C0023	24.998776	0.228758
T0034	C0026	30.961039	0.489374
T0034	C0022	28.193527	0.392604
T0034	C0016	27.970986	0.357903
T0034	C0025	30.298768	0.430443
T0034	C0021	29.043429	0.347043
T0034	C0017	35.499518	0.578842
T0034	C0013	31.047012	0.370644
T0034	C0001	29.183758	0.266870
T0035	C0023	8.725043	0.573988
T0035	C0016	8.002273	0.343847
T0035	C0007	8.487521	0.348241
T0035	C0024	9.955215	0.338187
T0035	C0025	13.630706	0.392442
T0035	C0015	14.610429	0.375367
T0035	C0003	19.200018	0.652358
T0035	C0021	16.907405	0.421715
T0035	C0005	16.352186	0.406181
T0035	C0014	16.866076	0.385649
T0035	C0017	18.226506	0.341659
T0035	C0000	23.259521	0.553248
T0035	C0001	20.420414	0.414864
T0035	C0006	22.779216	0.534582
T0035	C0019	23.842879	0.468400
T0035	C0022	22.198081	0.450528
T0035	C0012	22.895564	0.329605
T0035	C0027	25.342002	0.486033
T0036	C0002	1.000000	0.577807
T0036	C0024	5.728768	0.481260
T0036	C0025	11.574432	0.438008
T0036	C0006	12.542245	0.546323
T0036	C0014	11.989059	0.473117
T0036	C0012	12.624806	0.435296
T0036	C0001	12.855351	0.472807
T0036	C0005	12.891721	0.442834
T0036	C0010	14.248452	0.421161
T0036	C0021	16.482040	0.465248
T0036	C0018	16.668201	0.452509
T0036	C0016	15.279924	0.304701
T0036	C0003	18.478012	0.371505
T0036	C0007	18.484982	0.406844
T0036	C0000	19.506801	0.380101
T0036	C0020	21.600286	0.432278
T0036	C0009	21.510614	0.413856
T0036	C0023	23.900181	0.506154
T0037	C0006	1.000000	0.448910
T0037	C0021	8.352122	0.509612
T0037	C0026	8.999174	0.591516
T0037	C0004	7.397841	0.462491
T0037	C0010	9.804849	0.416477
T0037	C0009	9.799298	0.371627
T0037	C0000	12.203599	0.454139
T0037	C0018	12.328062	0.425111
T0037	C0027	14.708788	0.504545
T0037	C0005	15.733657	0.550227
T0037	C0025	11.445327	0.292223
T0037	C0013	16.031872	0.507409
T0037	C0022	11.853818	0.319053
T0037	C0001	19.401623	0.633544
T0037	C0016	16.757247	0.423465
T0037	C0020	18.245541	0.375720
T0037	C0008	20.120331	0.458659
T0037	C0015	16.995921	0.299980
T0037	C0019	19.986258	0.351301
T0037	C0024	21.095410	0.421583
T0037	C0014	21.760083	0.473590
