task_id_list	courier_id	total_score	willingness
T0000,T0023	C018	100.0	0.0753
T0025,T0030	C008	63.946	0.1548
T0000,T0039	C043	96.6	0.2429
T0012,T0034	C004	46.927	0.1201
T0002,T0029	C068	56.749	0.2454
T0012,T0034	C003	73.544	0.3596
T0015,T0029	C004	67.403	0.4293
T0010,T0016	C025	66.345	0.3245
T0006,T0029	C017	75.545	0.1103
T0020,T0024	C006	39.017	0.7462
T0008,T0024	C043	64.419	0.7901
T0006,T0011	C012	92.528	0.0587
T0010,T0013	C013	73.448	0.2047
T0011,T0023	C006	64.249	0.0503
T0026,T0035	C065	31.608	0.3517
T0002,T0010	C010	62.836	0.3164
T0011,T0031	C079	62.666	0.6206
T0008,T0032	C061	37.94	0.4253
T0015,T0017	C053	39.38	0.5286
T0004,T0036	C056	62.673	0.3002
T0025	C045	31.785	0.9366
T0008,T0035	C037	67.915	0.7176
T0002,T0011	C044	66.003	0.1224
T0011,T0033	C040	71.658	0.3104
T0015,T0039	C061	68.174	0.0806
T0008,T0035	C032	37.338	0.2639
T0016,T0035	C025	61.322	0.1438
T0018,T0038	C071	51.984	0.01
T0009,T0027	C037	59.455	0.3799
T0012,T0030	C053	62.34	0.01
T0024,T0032	C003	100.0	0.6495
T0004,T0008	C029	63.112	0.1003
T0002,T0020	C025	74.308	0.2565
T0020,T0031	C043	39.798	0.0427
T0005,T0024	C049	53.694	0.3446
T0012,T0027	C026	44.017	0.5381
T0000,T0006	C035	61.136	0.6662
T0032,T0036	C009	67.28	0.4766
T0010,T0032	C004	57.884	0.114
T0021,T0039	C073	24.543	0.1052
T0018,T0026	C023	54.695	0.4863
T0007,T0025	C003	85.9	0.7948
T0005,T0026	C046	50.428	0.0503
T0004,T0039	C050	68.675	0.4788
T0003,T0037	C060	100.0	0.0568
T0000,T0013	C022	48.587	0.0875
T0018,T0033	C016	77.764	0.5474
T0009,T0027	C033	75.404	0.1312
T0020,T0035	C070	68.775	0.1911
T0003,T0025	C032	71.929	0.0181
T0000,T0017	C004	49.553	0.4906
T0005,T0025	C077	85.293	0.0987
T0020,T0021	C059	51.73	0.2933
T0017,T0037	C011	60.625	0.5328
T0005,T0039	C079	84.721	0.6727
T0012,T0034	C061	55.642	0.0935
T0036	C050	24.972	0.7882
T0003,T0015	C035	43.081	0.3136
T0002,T0020	C026	48.077	0.376
T0015,T0029	C050	27.553	0.0732
T0030,T0033	C064	60.218	0.6126
T0011,T0024	C034	59.43	0.1606
T0013,T0027	C039	73.209	0.8052
T0004,T0019	C012	39.089	0.123
T0001,T0002	C046	64.763	0.0595
T0032	C042	35.216	0.9168
T0031,T0038	C048	40.417	0.4532
T0014,T0023	C030	55.273	0.1266
T0006,T0022	C002	61.983	0.2204
T0039	C052	25.349	0.5041
T0000,T0021	C038	74.221	0.1777
