task_id_list	courier_id	total_score	willingness
T0005	C0007	8.666361	0.485826
T0005	C0017	6.791404	0.299947
T0005	C0022	11.960266	0.493629
T0005	C0006	11.560869	0.514834
T0005	C0012	15.674818	0.564444
T0005	C0000	9.326454	0.194502
T0005	C0021	16.302545	0.514630
T0005	C0023	16.276084	0.505068
T0005	C0008	16.712138	0.459221
T0005	C0020	15.381674	0.340974
T0005	C0019	16.702437	0.430238
T0005	C0003	19.996198	0.509890
T0005	C0014	17.061396	0.391317
T0006	C0023	10.884660	0.479745
T0006	C0001	12.157935	0.462912
T0006	C0009	14.421722	0.551013
T0006	C0017	12.158735	0.403737
T0006	C0007	13.882609	0.466262
T0006	C0010	13.130835	0.444609
T0006	C0006	14.508557	0.409252
T0006	C0002	13.665105	0.465491
T0006	C0012	14.554539	0.467659
T0006	C0008	13.429675	0.392724
T0006	C0000	17.498053	0.570505
T0006	C0011	13.871103	0.390975
T0006	C0005	17.101628	0.565833
T0006	C0004	14.116476	0.334846
T0006	C0016	18.019668	0.403066
T0006	C0022	19.706325	0.488799
T0006	C0015	17.756442	0.326740
T0006	C0021	19.024561	0.437830
T0006	C0020	18.817969	0.324220
T0007	C0023	1.000000	0.586116
T0007	C0004	3.021229	0.600227
T0007	C0009	7.105577	0.495807
T0007	C0002	7.319147	0.452959
T0007	C0015	8.794239	0.383009
T0007	C0016	10.945349	0.469356
T0007	C0000	10.549873	0.425886
T0007	C0012	8.093296	0.238575
T0007	C0011	12.705626	0.452618
T0007	C0007	13.423671	0.494866
T0007	C0018	14.574998	0.439817
T0007	C0005	13.596459	0.429120
T0007	C0010	14.422862	0.397149
T0007	C0014	16.254547	0.446875
T0008	C0006	7.607108	0.660049
T0008	C0010	6.040284	0.539597
T0008	C0017	4.573469	0.438931
T0008	C0001	6.608066	0.473098
T0008	C0002	5.437512	0.361773
T0008	C0005	9.240367	0.494001
T0008	C0013	8.784484	0.517778
T0008	C0012	9.755360	0.469152
T0008	C0007	9.578894	0.509505
T0008	C0003	9.777690	0.486388
T0008	C0014	9.153716	0.412827
T0008	C0000	11.352078	0.483666
T0008	C0020	13.741787	0.418322
T0008	C0023	13.266089	0.407413
T0008	C0022	11.645372	0.311158
T0008	C0021	18.036353	0.444943
T0008	C0015	16.495609	0.372568
T0009	C0002	7.254855	0.491368
T0009	C0001	8.429183	0.453222
T0009	C0005	10.278913	0.366563
T0009	C0007	11.177448	0.411823
T0009	C0015	11.986272	0.467215
T0009	C0023	13.988710	0.518063
T0009	C0000	13.067477	0.390007
T0009	C0009	14.291248	0.495083
T0009	C0011	12.869220	0.337517
T0009	C0012	13.956875	0.450142
T0009	C0019	13.958893	0.427599
T0009	C0014	13.995725	0.381306
T0009	C0016	13.455858	0.408657
T0009	C0022	14.749038	0.405723
T0009	C0004	15.484399	0.447732
T0009	C0008	17.656946	0.441381
T0009	C0017	18.756573	0.395746
T0010	C0012	7.030036	0.798973
T0010	C0017	5.024670	0.525125
T0010	C0005	9.068732	0.706174
T0010	C0001	6.663204	0.598600
T0010	C0002	4.637192	0.407197
T0010	C0010	5.772659	0.443401
T0010	C0023	10.711198	0.576911
T0010	C0016	9.456298	0.452262
T0010	C0004	11.933618	0.552102
T0010	C0000	7.218595	0.345088
T0010	C0021	11.388994	0.533069
T0010	C0020	8.352407	0.411980
T0010	C0014	9.824403	0.380391
T0010	C0015	13.168337	0.518493
T0010	C0011	12.858700	0.456557
T0010	C0013	12.794895	0.428973
T0010	C0022	11.162005	0.404560
T0010	C0006	15.927207	0.589026
T0011	C0002	1.873996	0.631835
T0011	C0000	1.125343	0.483134
T0011	C0011	4.803395	0.532952
T0011	C0007	6.495691	0.509909
T0011	C0005	8.620323	0.522228
T0011	C0010	6.448653	0.403331
T0011	C0023	4.791741	0.308975
T0011	C0009	8.105897	0.389939
T0011	C0001	11.656138	0.534659
T0011	C0013	8.269476	0.327461
T0011	C0021	10.956369	0.453110
T0011	C0017	11.944301	0.528552
T0011	C0014	11.451362	0.548926
T0011	C0003	12.915346	0.512937
T0011	C0012	11.551838	0.461813
T0011	C0006	10.781978	0.389540
T0011	C0015	13.625666	0.480257
T0011	C0008	12.663032	0.382614
T0011	C0016	14.598633	0.287768
T0012	C0009	3.736504	0.377593
T0012	C0014	7.507758	0.511272
T0012	C0016	5.738095	0.298139
T0012	C0007	10.780504	0.555165
T0012	C0011	6.245595	0.372441
T0012	C0002	10.813771	0.525969
T0012	C0008	10.633972	0.500091
T0012	C0022	13.992548	0.608305
T0012	C0004	9.478786	0.361632
T0012	C0001	13.191034	0.495333
T0012	C0023	12.846282	0.419466
T0012	C0000	11.701057	0.408925
T0012	C0018	15.258714	0.455959
T0012	C0017	14.147479	0.413862
T0012	C0003	12.610616	0.288511
T0013	C0002	3.043880	0.486464
T0013	C0022	9.803015	0.489421
T0013	C0012	10.188596	0.502706
T0013	C0020	10.790017	0.461752
T0013	C0005	10.578974	0.481105
T0013	C0000	10.194455	0.384906
T0013	C0006	10.911880	0.382572
T0013	C0010	14.564597	0.594923
T0013	C0017	11.742634	0.503873
T0013	C0023	15.818923	0.653549
T0013	C0001	14.158511	0.413193
T0013	C0013	13.986577	0.382434
T0013	C0009	15.794305	0.467146
T0013	C0011	16.196669	0.477902
T0013	C0016	16.998065	0.486542
T0014	C0012	1.000000	0.576884
T0014	C0002	2.307710	0.494775
T0014	C0000	6.548713	0.472374
T0014	C0005	7.444930	0.525413
T0014	C0022	9.690236	0.570115
T0014	C0001	12.472760	0.584147
T0014	C0003	10.718967	0.472007
T0014	C0023	9.579525	0.426864
T0014	C0006	11.105929	0.498887
T0014	C0020	12.350980	0.455664
T0014	C0017	14.026411	0.550824
T0014	C0008	16.087094	0.625888
T0014	C0007	12.096364	0.343065
T0014	C0021	13.516273	0.425447
T0014	C0015	14.930984	0.405340
T0000,T0001	C0017	6.921923	0.472237
T0000,T0001	C0005	10.323682	0.556605
T0000,T0001	C0001	8.072766	0.390315
T0000,T0001	C0002	9.429188	0.510707
T0000,T0001	C0013	12.240913	0.564820
T0000,T0001	C0011	11.999756	0.486292
T0000,T0001	C0008	12.269582	0.485594
T0000,T0001	C0000	10.492614	0.329397
T0000,T0001	C0020	12.279623	0.433736
T0000,T0001	C0012	13.922422	0.551730
T0000,T0001	C0021	14.387827	0.488368
T0000,T0001	C0007	13.354755	0.464910
T0000,T0001	C0019	18.170041	0.627904
T0000,T0002	C0002	11.653047	0.532906
T0000,T0002	C0023	14.712878	0.584895
T0000,T0002	C0000	12.955846	0.530404
T0000,T0002	C0001	16.883080	0.514640
T0000,T0002	C0004	18.659245	0.552031
T0000,T0002	C0005	16.026071	0.344071
T0000,T0002	C0013	19.478209	0.617012
T0000,T0002	C0009	18.450078	0.522821
T0000,T0002	C0003	18.139229	0.474731
T0000,T0002	C0011	19.679752	0.520258
T0000,T0002	C0006	21.287200	0.566522
T0000,T0002	C0022	20.547235	0.480013
T0000,T0003	C0000	9.445596	0.510647
T0000,T0003	C0017	12.768987	0.570903
T0000,T0003	C0015	14.626100	0.566046
T0000,T0003	C0012	13.412083	0.428813
T0000,T0003	C0008	16.385079	0.531960
T0000,T0003	C0010	17.307847	0.519034
T0000,T0003	C0004	15.762725	0.430771
T0000,T0003	C0002	14.900752	0.405529
T0000,T0003	C0006	18.617793	0.541189
T0000,T0003	C0011	18.623260	0.524283
T0000,T0003	C0009	16.919311	0.410379
T0000,T0003	C0005	16.424049	0.464720
T0000,T0004	C0009	17.470779	0.585389
T0000,T0004	C0005	18.051668	0.493164
T0000,T0004	C0004	20.657950	0.619076
T0000,T0004	C0023	18.456106	0.509625
T0000,T0004	C0022	24.207400	0.532848
T0000,T0004	C0016	22.369826	0.475014
T0000,T0004	C0002	23.768835	0.525402
T0000,T0004	C0015	24.841887	0.511958
T0000,T0004	C0000	21.963099	0.351108
T0000,T0004	C0011	26.401388	0.516828
T0000,T0004	C0018	26.251214	0.535069
T0000,T0004	C0014	25.560291	0.491140
T0000,T0004	C0007	26.323012	0.512746
T0000,T0005	C0021	14.354143	0.531700
T0000,T0005	C0002	16.233367	0.604040
T0000,T0005	C0007	13.914200	0.471415
T0000,T0005	C0000	12.457439	0.475506
T0000,T0005	C0001	14.059951	0.503652
T0000,T0005	C0017	15.743273	0.597023
T0000,T0005	C0010	14.126229	0.453625
T0000,T0005	C0005	16.237810	0.449573
T0000,T0005	C0012	15.039040	0.451080
T0000,T0005	C0008	18.995130	0.560375
T0000,T0005	C0006	20.434677	0.623820
T0000,T0005	C0023	14.153817	0.282985
T0000,T0005	C0019	20.558174	0.576528
T0000,T0005	C0014	19.241867	0.483672
T0000,T0005	C0013	22.081831	0.594660
T0000,T0006	C0001	11.140344	0.564340
T0000,T0006	C0002	11.934495	0.573092
T0000,T0006	C0007	16.876642	0.578889
T0000,T0006	C0017	19.802396	0.631339
T0000,T0006	C0023	17.196419	0.474009
T0000,T0006	C0005	17.543781	0.449001
T0000,T0006	C0016	18.136391	0.421226
T0000,T0006	C0000	19.557185	0.437531
T0000,T0006	C0008	19.477993	0.458939
T0000,T0006	C0006	22.885908	0.589258
T0000,T0006	C0021	19.744249	0.476747
T0000,T0006	C0013	21.233545	0.484067
T0000,T0006	C0012	23.190453	0.492467
T0000,T0006	C0010	19.027224	0.323032
T0000,T0006	C0022	24.422261	0.477557
T0000,T0007	C0002	5.554742	0.381880
T0000,T0007	C0009	15.415245	0.719541
T0000,T0007	C0011	12.324144	0.464373
T0000,T0007	C0023	13.504315	0.603386
T0000,T0007	C0005	13.007781	0.501211
T0000,T0007	C0004	14.290804	0.591186
T0000,T0007	C0016	12.250803	0.365350
T0000,T0007	C0015	17.510299	0.459806
T0000,T0007	C0014	21.236423	0.582880
T0000,T0007	C0003	22.725662	0.651093
T0000,T0007	C0013	24.027921	0.602897
T0000,T0007	C0021	21.364594	0.444057
T0000,T0007	C0007	22.330148	0.465844
T0000,T0007	C0019	21.551838	0.375331
T0000,T0008	C0001	8.628971	0.587182
T0000,T0008	C0010	9.771247	0.573826
T0000,T0008	C0014	12.299435	0.467079
T0000,T0008	C0002	9.501038	0.338085
T0000,T0008	C0022	15.282594	0.582546
T0000,T0008	C0005	15.476077	0.612091
T0000,T0008	C0007	16.098432	0.524442
T0000,T0008	C0017	16.361714	0.556183
T0000,T0008	C0000	15.325032	0.513694
T0000,T0008	C0006	18.410395	0.583491
T0000,T0009	C0002	6.893376	0.490867
T0000,T0009	C0023	14.370929	0.520803
T0000,T0009	C0011	18.767135	0.687037
T0000,T0009	C0001	18.212328	0.505752
T0000,T0009	C0015	16.258220	0.397148
T0000,T0009	C0000	18.176161	0.454871
T0000,T0009	C0005	21.278847	0.580186
T0000,T0009	C0008	18.268871	0.384879
T0000,T0009	C0003	23.110651	0.593479
T0000,T0009	C0017	21.757157	0.461137
T0000,T0010	C0007	8.971852	0.571144
T0000,T0010	C0003	12.594270	0.643167
T0000,T0010	C0012	11.280415	0.500705
T0000,T0010	C0005	10.707640	0.485158
T0000,T0010	C0017	11.647722	0.546145
T0000,T0010	C0002	9.834497	0.454777
T0000,T0010	C0001	9.638729	0.409163
T0000,T0010	C0014	14.274865	0.607389
T0000,T0010	C0006	14.347713	0.572211
T0000,T0010	C0019	16.205570	0.428889
T0000,T0010	C0021	18.869741	0.619906
T0000,T0010	C0016	16.194761	0.420715
T0000,T0011	C0002	4.514198	0.472260
T0000,T0011	C0005	7.858622	0.504713
T0000,T0011	C0008	11.224432	0.482853
T0000,T0011	C0007	12.299277	0.549296
T0000,T0011	C0011	11.347360	0.509839
T0000,T0011	C0016	14.636634	0.551594
T0000,T0011	C0010	12.735568	0.517127
T0000,T0011	C0012	14.430604	0.550558
T0000,T0011	C0014	13.510141	0.435028
T0000,T0011	C0017	12.757939	0.446223
T0000,T0012	C0016	9.906240	0.564128
T0000,T0012	C0002	11.945415	0.471652
T0000,T0012	C0009	13.080655	0.506279
T0000,T0012	C0015	12.117575	0.431839
T0000,T0012	C0023	14.629998	0.502650
T0000,T0012	C0011	16.013536	0.616800
T0000,T0012	C0005	17.039463	0.592175
T0000,T0012	C0008	17.129359	0.500217
T0000,T0012	C0007	17.330461	0.427562
T0000,T0012	C0003	21.129458	0.574159
T0000,T0013	C0012	10.887145	0.550914
T0000,T0013	C0005	9.782973	0.373701
T0000,T0013	C0001	12.357781	0.494552
T0000,T0013	C0006	15.276853	0.502045
T0000,T0013	C0000	12.942636	0.342680
T0000,T0013	C0007	19.629276	0.695959
T0000,T0013	C0010	16.616697	0.529490
T0000,T0013	C0014	15.060943	0.474023
T0000,T0013	C0017	16.600332	0.477710
T0000,T0013	C0013	17.825490	0.530306
T0000,T0013	C0019	19.369225	0.625635
T0000,T0013	C0021	17.404647	0.445848
T0000,T0014	C0000	10.434748	0.565351
T0000,T0014	C0012	10.824746	0.542537
T0000,T0014	C0010	12.033582	0.543816
T0000,T0014	C0005	14.290363	0.531809
T0000,T0014	C0020	14.351907	0.558953
T0000,T0014	C0014	13.387305	0.465705
T0000,T0014	C0001	13.632105	0.441532
T0000,T0014	C0016	16.253968	0.570962
T0000,T0014	C0015	15.784208	0.476581
T0000,T0014	C0006	16.347541	0.454053
T0000,T0014	C0011	16.366736	0.456669
T0000,T0014	C0002	16.602071	0.522222
T0000,T0014	C0023	17.182173	0.490068
T0001,T0002	C0001	13.131737	0.510792
T0001,T0002	C0022	13.186850	0.470297
T0001,T0002	C0023	12.764549	0.438977
T0001,T0002	C0002	12.394488	0.427352
T0001,T0002	C0016	14.883062	0.402353
T0001,T0002	C0005	17.072154	0.516249
T0001,T0002	C0007	18.031384	0.582768
T0001,T0002	C0009	19.823966	0.496976
T0001,T0002	C0013	21.092156	0.570038
T0001,T0002	C0010	21.362117	0.528080
T0001,T0002	C0015	19.501030	0.503730
T0001,T0003	C0010	10.621478	0.469360
T0001,T0003	C0000	10.718615	0.500203
T0001,T0003	C0005	16.261397	0.574222
T0001,T0003	C0002	13.796049	0.540946
T0001,T0003	C0023	15.577200	0.562751
T0001,T0003	C0017	14.114309	0.513095
T0001,T0003	C0006	11.686864	0.307799
T0001,T0003	C0021	11.468571	0.288669
T0001,T0003	C0001	13.107987	0.408221
T0001,T0003	C0012	17.850628	0.589909
T0001,T0003	C0007	17.631739	0.566658
T0001,T0003	C0004	18.218762	0.549174
T0001,T0003	C0009	19.099439	0.552907
T0001,T0004	C0011	17.108212	0.572041
T0001,T0004	C0002	18.867547	0.545397
T0001,T0004	C0014	20.744746	0.572563
T0001,T0004	C0005	22.269494	0.539239
T0001,T0004	C0015	23.352582	0.612897
T0001,T0004	C0023	22.182883	0.471867
T0001,T0004	C0018	23.493037	0.565229
T0001,T0004	C0004	21.178620	0.463222
T0001,T0004	C0008	28.550012	0.684167
T0001,T0004	C0000	25.676036	0.513975
T0001,T0004	C0007	24.174176	0.518449
T0001,T0005	C0001	10.737148	0.565782
T0001,T0005	C0023	15.832508	0.618225
T0001,T0005	C0006	16.399825	0.594615
T0001,T0005	C0010	15.220227	0.465449
T0001,T0005	C0013	17.649479	0.571804
T0001,T0005	C0014	14.810241	0.464014
T0001,T0005	C0017	13.913992	0.385012
T0001,T0005	C0005	14.966015	0.472423
T0001,T0005	C0000	15.754243	0.480406
T0001,T0005	C0012	17.857126	0.609953
T0001,T0005	C0007	13.768219	0.339625
T0001,T0005	C0020	16.884190	0.347357
T0001,T0005	C0009	19.049858	0.438358
T0001,T0006	C0001	15.010255	0.717325
T0001,T0006	C0005	13.894906	0.529321
T0001,T0006	C0007	15.598809	0.591561
T0001,T0006	C0010	17.142320	0.593266
T0001,T0006	C0023	18.072894	0.449337
T0001,T0006	C0022	17.084537	0.260669
T0001,T0006	C0021	21.099536	0.511021
T0001,T0006	C0013	19.756792	0.382680
T0001,T0006	C0000	20.142769	0.451303
T0001,T0006	C0006	23.070811	0.558854
T0001,T0006	C0002	21.297437	0.390658
T0001,T0006	C0008	24.327401	0.569024
T0001,T0006	C0016	21.221962	0.349272
T0001,T0006	C0012	22.207496	0.359605
T0001,T0007	C0002	11.426511	0.634743
T0001,T0007	C0005	13.747052	0.606915
T0001,T0007	C0015	14.490790	0.468887
T0001,T0007	C0011	14.700376	0.512607
T0001,T0007	C0022	16.719370	0.574866
T0001,T0007	C0001	18.589600	0.557841
T0001,T0007	C0009	18.480024	0.577059
T0001,T0007	C0016	15.045921	0.403130
T0001,T0007	C0023	18.093226	0.403781
T0001,T0007	C0004	21.113595	0.556276
T0001,T0007	C0006	20.943327	0.351566
T0001,T0007	C0007	21.449636	0.368961
T0001,T0008	C0010	5.938061	0.473305
T0001,T0008	C0001	8.221736	0.501975
T0001,T0008	C0022	9.264140	0.453443
T0001,T0008	C0005	10.330825	0.495902
T0001,T0008	C0006	15.344909	0.572568
T0001,T0008	C0021	16.028945	0.598251
T0001,T0008	C0013	15.899170	0.618784
T0001,T0008	C0002	10.247030	0.267484
T0001,T0008	C0000	14.330594	0.446815
T0001,T0008	C0017	12.899501	0.373308
T0001,T0008	C0012	13.415993	0.413940
T0001,T0008	C0016	17.101958	0.460802
T0001,T0008	C0007	16.253016	0.482482
T0001,T0009	C0005	14.692620	0.539407
T0001,T0009	C0002	15.673163	0.510288
T0001,T0009	C0001	14.757989	0.450890
T0001,T0009	C0000	17.457021	0.445940
T0001,T0009	C0016	19.112090	0.442901
T0001,T0009	C0015	20.009407	0.493435
T0001,T0009	C0010	20.203856	0.504262
T0001,T0009	C0009	20.734618	0.441337
T0001,T0009	C0004	20.393666	0.527075
T0001,T0009	C0021	21.522205	0.439214
T0001,T0009	C0007	23.472078	0.460647
T0001,T0010	C0001	7.196557	0.528566
T0001,T0010	C0010	14.213136	0.686955
T0001,T0010	C0002	11.179147	0.517034
T0001,T0010	C0016	13.456159	0.501734
T0001,T0010	C0003	14.475969	0.553435
T0001,T0010	C0005	13.069935	0.496057
T0001,T0010	C0000	13.266848	0.435134
T0001,T0010	C0012	14.653905	0.533591
T0001,T0010	C0013	15.540081	0.520017
T0001,T0010	C0022	13.561642	0.451876
T0001,T0010	C0014	14.071991	0.414762
T0001,T0010	C0017	14.716965	0.472628
T0001,T0010	C0006	17.306986	0.486892
T0001,T0010	C0007	17.152140	0.491494
T0001,T0010	C0004	18.993455	0.540037
T0001,T0011	C0007	6.292957	0.467321
T0001,T0011	C0005	11.773833	0.567376
T0001,T0011	C0002	9.916242	0.497321
T0001,T0011	C0001	12.599996	0.578921
T0001,T0011	C0012	10.604235	0.394223
T0001,T0011	C0010	12.593383	0.468391
T0001,T0011	C0008	14.301385	0.482216
T0001,T0011	C0009	14.146715	0.432235
T0001,T0011	C0023	15.330424	0.460093
T0001,T0011	C0015	15.462576	0.545519
T0001,T0011	C0022	15.543133	0.518259
T0001,T0012	C0002	9.525054	0.608778
T0001,T0012	C0023	12.452548	0.565847
T0001,T0012	C0005	13.566001	0.669928
T0001,T0012	C0011	15.314626	0.569663
T0001,T0012	C0022	15.344210	0.519336
T0001,T0012	C0012	15.632928	0.529260
T0001,T0012	C0004	15.796197	0.501198
T0001,T0012	C0009	18.133979	0.521797
T0001,T0012	C0016	16.843625	0.420542
T0001,T0012	C0007	17.919004	0.455808
T0001,T0012	C0015	19.123850	0.447516
T0001,T0012	C0013	18.113768	0.357663
T0001,T0012	C0000	21.136000	0.492287
T0001,T0012	C0020	22.401788	0.560354
T0001,T0013	C0001	7.272848	0.520282
T0001,T0013	C0006	10.441278	0.520023
T0001,T0013	C0017	11.297656	0.539241
T0001,T0013	C0007	12.842506	0.487680
T0001,T0013	C0000	10.547654	0.375888
T0001,T0013	C0002	13.826255	0.570439
T0001,T0013	C0005	13.653875	0.394172
T0001,T0013	C0022	16.485709	0.469253
T0001,T0013	C0013	16.159521	0.448543
T0001,T0013	C0012	17.058514	0.545015
T0001,T0014	C0001	7.019492	0.595317
T0001,T0014	C0002	9.272662	0.509776
T0001,T0014	C0005	11.167779	0.476022
T0001,T0014	C0014	14.200064	0.520283
T0001,T0014	C0010	15.029488	0.498788
T0001,T0014	C0023	16.682453	0.571897
T0001,T0014	C0000	14.088172	0.379517
T0001,T0014	C0017	15.977013	0.417348
T0001,T0014	C0022	16.159682	0.337498
T0001,T0014	C0006	20.035137	0.570643
T0001,T0014	C0013	16.826149	0.402709
T0001,T0014	C0003	21.300867	0.580930
T0001,T0014	C0020	16.824919	0.338785
T0001,T0014	C0015	19.833401	0.454380
T0002,T0003	C0002	13.136942	0.545216
T0002,T0003	C0023	17.104166	0.588348
T0002,T0003	C0005	18.745796	0.663423
T0002,T0003	C0007	19.773317	0.651407
T0002,T0003	C0001	17.357074	0.513791
T0002,T0003	C0004	18.833558	0.528011
T0002,T0003	C0003	23.390727	0.643650
T0002,T0003	C0010	20.039411	0.439658
T0002,T0003	C0014	19.994008	0.397270
T0002,T0003	C0011	21.543695	0.464938
T0002,T0003	C0015	18.481077	0.277422
T0002,T0004	C0002	13.563316	0.337968
T0002,T0004	C0009	17.582184	0.476288
T0002,T0004	C0023	18.398302	0.431674
T0002,T0004	C0022	19.804504	0.513113
T0002,T0004	C0004	21.286378	0.542033
T0002,T0004	C0017	19.626715	0.381321
T0002,T0004	C0011	19.762398	0.359616
T0002,T0004	C0014	22.942745	0.528841
T0002,T0004	C0016	25.948880	0.505790
T0002,T0004	C0000	28.982882	0.580411
T0002,T0004	C0007	24.968068	0.385983
T0002,T0004	C0021	25.518383	0.418365
T0002,T0004	C0003	23.231952	0.239306
T0002,T0004	C0001	26.173158	0.441418
T0002,T0004	C0015	26.599730	0.438414
T0002,T0005	C0005	17.386186	0.465272
T0002,T0005	C0002	18.781635	0.504095
T0002,T0005	C0007	19.666423	0.583268
T0002,T0005	C0022	19.790012	0.511496
T0002,T0005	C0000	20.476579	0.492959
T0002,T0005	C0017	22.033382	0.524888
T0002,T0005	C0012	20.393182	0.443927
T0002,T0005	C0001	23.593137	0.598684
T0002,T0005	C0009	22.003947	0.423955
T0002,T0005	C0016	23.289580	0.515542
T0002,T0006	C0001	11.867751	0.521888
T0002,T0006	C0002	15.733974	0.597586
T0002,T0006	C0005	17.042463	0.583195
T0002,T0006	C0008	19.953425	0.588332
T0002,T0006	C0009	16.459811	0.393240
T0002,T0006	C0011	22.662150	0.494166
T0002,T0006	C0012	24.400237	0.551767
T0002,T0006	C0015	25.052416	0.573047
T0002,T0006	C0023	21.787597	0.449308
T0002,T0006	C0006	25.566956	0.574463
T0002,T0007	C0002	11.232788	0.622411
T0002,T0007	C0000	13.225340	0.510416
T0002,T0007	C0009	13.258323	0.515166
T0002,T0007	C0023	15.404046	0.578390
T0002,T0007	C0004	16.471337	0.578581
T0002,T0007	C0022	16.966617	0.530226
T0002,T0007	C0014	18.025312	0.564145
T0002,T0007	C0005	19.297943	0.474739
T0002,T0007	C0003	17.350556	0.423258
T0002,T0007	C0007	18.395319	0.438887
T0002,T0007	C0018	21.215960	0.474097
T0002,T0007	C0008	20.300778	0.419631
T0002,T0007	C0016	19.394432	0.391929
T0002,T0007	C0001	19.586899	0.363488
T0002,T0008	C0003	12.000762	0.531490
T0002,T0008	C0002	15.201398	0.703678
T0002,T0008	C0012	15.347821	0.608005
T0002,T0008	C0005	12.760271	0.481579
T0002,T0008	C0000	16.113029	0.602520
T0002,T0008	C0015	15.195123	0.643023
T0002,T0008	C0007	15.087888	0.580225
T0002,T0008	C0011	17.576337	0.478849
T0002,T0008	C0020	16.289057	0.346209
T0002,T0008	C0009	25.912357	0.646638
T0002,T0009	C0009	5.080492	0.463036
T0002,T0009	C0002	7.039353	0.509033
T0002,T0009	C0004	11.003040	0.591296
T0002,T0009	C0011	15.228371	0.588310
T0002,T0009	C0023	16.723931	0.569146
T0002,T0009	C0015	17.798051	0.476155
T0002,T0009	C0001	16.910819	0.407528
T0002,T0009	C0017	17.919258	0.397208
T0002,T0009	C0022	17.859648	0.428122
T0002,T0009	C0000	20.712823	0.560301
T0002,T0009	C0016	17.571764	0.408228
T0002,T0009	C0012	17.506646	0.286563
T0002,T0009	C0007	19.383749	0.436956
T0002,T0010	C0014	14.653097	0.591318
T0002,T0010	C0002	14.434020	0.509506
T0002,T0010	C0011	15.784700	0.547443
T0002,T0010	C0015	18.395301	0.682081
T0002,T0010	C0005	17.587834	0.558005
T0002,T0010	C0023	17.003181	0.501994
T0002,T0010	C0013	17.367675	0.505093
T0002,T0010	C0021	18.661066	0.560022
T0002,T0010	C0007	17.270735	0.449799
T0002,T0010	C0017	17.604056	0.438826
T0002,T0010	C0001	17.273576	0.378948
T0002,T0010	C0008	22.247698	0.601040
T0002,T0011	C0002	10.479283	0.576865
T0002,T0011	C0005	14.840678	0.556417
T0002,T0011	C0001	13.172772	0.480760
T0002,T0011	C0007	15.982202	0.510800
